år,region,inkomst,arbetslösa,befolkning,arbetslöshet,Moderaterna,Centerpartiet,Folkpartiet,Kristdemokraterna,Miljöpartiet,Socialdemokraterna,Vänsterpartiet,Sverigedemokraterna,övriga partier
2002,Upplands Väsby,166.6,649,37444,1.733254994,18.7,2.4,16.4,8.3,4.5,38.8,8.3,1.1,1.5
2002,Vallentuna,161.6,200,25905,0.7720517275,22.3,4.5,19.2,11.2,5.7,29.7,5.5,1.2,0.8
2002,Österåker,168.6,369,35633,1.035556928,24,2.6,19.7,9.8,4.9,31.7,5.6,0.8,0.9
2002,Värmdö,162.3,344,32664,1.053147196,24.2,2.5,18.1,8.7,5.6,32.4,7,0.8,0.7
2002,Järfälla,174.9,744,61290,1.213901126,18.6,2,18.3,9.3,4.7,37.2,7.8,1.3,0.9
2002,Ekerö,174.2,205,22936,0.8937914196,26.1,3.8,20.4,10.5,6.4,25.8,5.2,0.8,1
2002,Huddinge,159.1,1077,86457,1.245705958,19.5,1.9,17,8.1,4.7,37.3,8.3,1.7,1.5
2002,Botkyrka,135.5,1439,75216,1.913156775,13.8,1.6,14.3,9.6,4.7,43.1,10.3,1.2,1.4
2002,Salem,164.8,132,13875,0.9513513514,19.8,2.2,18.5,9.5,5,36.2,6,1.6,1.1
2002,Haninge,153.3,1012,70902,1.427322219,16.1,2,14.7,8.1,5,42,9,0.9,2.3
2002,Tyresö,168.3,434,39720,1.09264854,21.8,2,18.4,7.8,4.9,35.2,7.2,1,1.6
2002,Upplands-Bro,156.2,164,21162,0.77497401,18,2.8,15.5,10.9,3.8,39.4,7.9,0.8,0.9
2002,Nykvarn,162.1,44,8204,0.5363237445,17.6,4.8,14,8.2,4.2,42.9,5.2,1.9,1.2
2002,Täby,210.5,601,60198,0.9983720389,35.1,2,25.3,9.6,3.6,19.5,3.4,0.9,0.6
2002,Danderyd,256.6,215,29755,0.7225676357,45.1,1.9,24.7,10.7,3.2,11.2,2.1,0.5,0.7
2002,Sollentuna,188.9,672,58515,1.148423481,24.5,2.5,21.5,9.9,4.7,29.2,5.9,1,0.6
2002,Stockholm,179.5,13704,758148,1.807562639,21,1.8,19.5,6.6,6.8,31.4,10.9,1,1
2002,Södertälje,145.4,1193,79613,1.498498989,14.5,3.4,12.9,9.7,6,42.3,7.5,0.7,3.1
2002,Nacka,187.2,824,76624,1.075381082,27.4,1.7,22,7.9,5.4,26.9,6.9,0.9,0.9
2002,Sundbyberg,176,572,33797,1.69245791,19.2,2,17.2,6.4,5.6,37.3,9.7,1.5,1.1
2002,Solna,179.7,745,57585,1.293739689,21.8,1.8,19.4,6.9,5.5,33.3,9.3,0.9,1.1
2002,Lidingö,220.7,298,41192,0.7234414449,36.4,1.8,26.5,9.3,4.1,17,3.5,0.8,0.5
2002,Vaxholm,171.7,89,9631,0.9240992628,26.3,3.6,23.1,9.7,4.9,25.7,5.7,0.6,0.5
2002,Norrtälje,141.3,590,53702,1.098655544,17.3,8.6,13.1,8.3,4.6,39.3,6.2,0.5,2
2002,Sigtuna,159.2,538,35771,1.50401163,20.1,3.7,15.4,9.3,4.2,38.1,6.8,1.7,0.6
2002,Nynäshamn,151.2,302,24528,1.231245923,15.8,3.6,13.2,8.7,4.9,42.8,8.8,1.8,0.5
2002,Håbo,165,220,17864,1.231527094,23.3,4,13.9,10.9,3.8,36.6,5,1,1.4
2002,Älvkarleby,143.7,230,8970,2.564102564,6.8,3.2,8.2,4.8,3.5,61.2,10,2.3,0.1
2002,Knivsta,150,150,12586,1.191800413,20.1,6.8,17.9,10.5,5,31.8,5.5,1.6,0.8
2002,Heby,122.5,159,13725,1.158469945,9.6,16.9,8.4,10.5,3.5,40.5,8.4,1.4,0.8
2002,Tierp,130,334,20088,1.66268419,8.2,12.5,8.1,7.7,3.7,50.7,7.3,1.5,0.4
2002,Uppsala,152.4,3384,179673,1.883421549,15.1,5.1,18.6,8.9,6.9,33.7,9.4,1.5,0.9
2002,Enköping,140.9,613,37647,1.628283794,16.3,11.4,10.8,9.6,3.5,40,5.4,0.8,2.1
2002,Östhammar,139.8,345,21827,1.58061117,12.9,12.2,8.7,7.9,3.9,46,6.5,1.2,0.6
2002,Vingåker,129.7,213,9181,2.320008714,11.1,7.5,8.6,8.2,5,53,5,0.7,0.9
2002,Gnesta,140.1,119,9813,1.212677061,14.5,10.4,11.4,8.5,6.5,40.3,6.6,0.6,1.2
2002,Nyköping,147.7,938,49310,1.902251065,13,6,11.3,9.3,4.3,47.4,7.4,0.8,0.6
2002,Oxelösund,157.4,193,11183,1.725833855,9.8,1.9,8.8,5.9,4.7,56.2,11.7,0.5,0.5
2002,Flen,131.5,550,16520,3.329297821,12.1,7.5,9.3,8.7,4.5,48.1,7.5,1,1.2
2002,Katrineholm,135,688,32381,2.124702758,10.9,6,9.8,7.8,5,52.7,5.6,1.2,1
2002,Eskilstuna,137.8,3030,90089,3.363340696,12.2,4.4,12.6,7.6,5,47.8,7.8,1.3,1.3
2002,Strängnäs,152.4,420,30015,1.39930035,18.4,5.4,16.3,9.5,4.5,38.5,5.9,0.5,1.1
2002,Trosa,157.5,91,10514,0.8655126498,19,5.1,13.4,9.3,5.3,41,5.5,0.6,0.7
2002,Ödeshög,119.7,100,5566,1.79662235,12.2,14,5.9,18.4,4.6,38.1,5.5,0.3,1.1
2002,Ydre,119.9,37,4004,0.9240759241,10.4,16.9,8.3,21.4,4.8,33,4.3,0,0.8
2002,Kinda,124,166,10014,1.657679249,11.1,16.3,8.1,14.4,4.2,38.5,5.8,1,0.5
2002,Boxholm,129.4,93,5291,1.757701758,7.4,11.4,5.9,9.8,3.2,53.4,7.5,0.6,0.8
2002,Åtvidaberg,134.2,192,11887,1.615209893,11,9.7,7.7,10.1,3.7,49,6.7,0.7,1.4
2002,Finspång,143.5,325,21208,1.532440588,9.7,5.7,8.3,9.6,4,51.6,9.5,0.9,0.6
2002,Valdemarsvik,125.7,114,8230,1.385176185,13.9,15.5,7.7,9.1,3.4,43.4,5.8,0.4,0.8
2002,Linköping,152,2653,135066,1.964224897,16,5.1,15.1,10.7,5.4,38.2,7,0.7,1.9
2002,Norrköping,139.6,3625,123303,2.939912249,16.7,3.8,11.6,9.1,5.1,42.3,7.8,1.4,2.2
2002,Söderköping,135.1,229,14009,1.634663431,19,10.4,10.3,11.5,5.4,35.3,5.8,1.3,1.1
2002,Motala,138,823,42078,1.95589144,10.8,5.1,10.2,9,4.1,49.4,7.6,0.4,3.4
2002,Vadstena,141.6,85,7629,1.114169616,16.7,6.8,10.2,12,4.8,40.7,5.3,0.6,2.8
2002,Mjölby,135.1,436,25153,1.733391643,12.7,8,9.9,10.1,3.4,46.4,7.2,0.3,2.1
2002,Aneby,122,70,6631,1.055647715,9.2,11.6,7.4,28.3,2.9,34.4,4.3,0.6,1.4
2002,Gnosjö,145.9,95,9997,0.9502850855,12.9,6.6,7.5,30.6,1.9,34.4,3.6,1.5,0.9
2002,Mullsjö,132.2,136,7124,1.909039865,12,5.3,8,25.6,4.3,35.3,7,0.8,1.6
2002,Habo,139.6,127,9584,1.325125209,14.9,6.1,9.4,23.7,2.9,36,5.1,0.4,1.6
2002,Gislaved,143.3,366,29976,1.220976781,14.1,10.6,8.9,14.7,2.7,41.4,4.7,1.5,1.3
2002,Vaggeryd,136.9,261,12603,2.070935492,10.7,7.4,6.6,24.8,2.6,40.5,5,1,1.3
2002,Jönköping,145.2,2321,118581,1.95731188,13.2,4.1,10.7,19.9,3.6,39.7,6.5,1,1.3
2002,Nässjö,134.6,307,29341,1.04631744,11.5,7.4,7.1,17.7,3.3,43.5,7.3,0.9,1.2
2002,Värnamo,145.5,508,32252,1.575096118,12.3,8.8,8.8,20.9,2.7,40.1,4,1.3,1
2002,Sävsjö,123.4,205,10975,1.867881549,12.9,13.6,6,25.6,2.2,32.6,4.5,1.4,1.3
2002,Vetlanda,132.7,430,26428,1.627062207,11.2,12.2,8.1,19.7,3,38.2,5.8,0.8,1
2002,Eksjö,137.4,191,16761,1.139550146,13.2,11.3,9,19.4,3.6,37.1,4.9,0.8,0.8
2002,Tranås,133.5,338,17718,1.907664522,13,5.6,8.5,17.8,3.5,43.8,6.2,0.4,1.3
2002,Uppvidinge,129.5,125,9580,1.30480167,10.6,15.9,6.8,9,2.7,43.4,8.9,2.4,0.3
2002,Lessebo,134.1,146,8255,1.768625076,10.1,8.1,7.5,6.5,3.6,53.2,9.4,1.2,0.4
2002,Tingsryd,126.1,260,13175,1.973434535,14.9,17.7,6.2,11.9,3.3,36.5,6,2.2,1.2
2002,Alvesta,131.8,261,18930,1.378763867,13,13.6,8.8,11.2,3.3,40.2,7.2,2.2,0.7
2002,Älmhult,140.8,235,15444,1.521626522,14.8,11.4,8.7,10.7,3.3,44.5,4.7,1.3,0.5
2002,Markaryd,130.8,181,9615,1.882475299,11.8,10,6.6,16.1,2.6,44.2,5,3,0.8
2002,Växjö,147,1722,75036,2.294898449,15.9,7.6,12.3,10,4.9,38.8,8.2,1.5,0.8
2002,Ljungby,138.4,328,26943,1.217384849,12.2,14.4,8.5,12.9,3.9,39.5,6.5,1.2,0.9
2002,Högsby,118.3,153,6300,2.428571429,9.6,12.8,5.3,14.3,2.3,46.1,8.2,0.8,0.5
2002,Torsås,121.5,142,7293,1.947072535,13.1,19.2,6.5,12.9,3.5,39.1,4.5,0.6,0.6
2002,Mörbylånga,130.4,208,13430,1.548771407,15.3,13.2,10.5,12,3.9,37.7,6.4,0.6,0.5
2002,Hultsfred,124.8,235,14893,1.577922514,9.1,14.1,5.4,12.3,2.3,46.2,8.2,1.8,0.5
2002,Mönsterås,135,230,13220,1.7397882,10.4,11.5,7,10.2,2.9,47.8,7.9,0.9,1.4
2002,Emmaboda,138.8,85,9690,0.8771929825,9.8,13.3,5.5,9.9,3.3,50.4,5.8,0.8,1.3
2002,Kalmar,143.2,1444,60066,2.404022242,15.4,6.1,11.4,9.9,4.7,42.9,7.1,0.7,1.8
2002,Nybro,132.5,271,19871,1.363796487,10.8,11.6,7,11,2.3,46.8,7.6,0.5,2.6
2002,Oskarshamn,148.8,388,26161,1.483123734,12.5,5.2,8.3,13.7,3,47.7,8.1,1,0.5
2002,Västervik,134.9,989,36913,2.679272885,11.6,9.7,10.9,9,3.9,45,8.5,0.8,0.5
2002,Vimmerby,129.7,237,15628,1.51650883,11,18.3,6.4,12.7,3.2,41.2,6.1,0.8,0.4
2002,Borgholm,114.4,233,11162,2.087439527,16,21.3,8.7,14.5,4,28.6,5.7,0.5,0.8
2002,Gotland,124,1469,57381,2.560080863,14,15.6,7.9,6.5,5.5,40.8,8.5,0.6,0.5
2002,Olofström,142,317,13637,2.324558187,8.2,6.3,9.4,9,2.8,51.9,8.7,3.2,0.4
2002,Karlskrona,143.9,1633,60676,2.691344189,13.8,6.1,12.4,9.9,4,43.7,7.2,2.6,0.3
2002,Ronneby,136.6,826,28472,2.901095813,12.7,7.3,10.6,7.8,3.8,45.6,9,3,0.2
2002,Karlshamn,144.4,745,30739,2.423631218,11.6,5.4,10.3,7.5,4.6,47.4,10.3,2.7,0.2
2002,Sölvesborg,136.7,383,16351,2.342364381,18.6,5.1,9.4,8.7,3,45.1,7.1,2.7,0.4
2002,Svalöv,126.6,250,12705,1.96772924,15.2,12.7,9.6,7.3,2.8,41,4.1,4.9,2.3
2002,Staffanstorp,157.2,273,20110,1.357533565,20.7,3.9,14.7,7,2.4,41.7,3.3,3.6,2.7
2002,Burlöv,137.9,387,15326,2.52512071,14.2,2.3,11.9,5.2,2.7,48.2,6.3,6.5,2.6
2002,Vellinge,175.2,415,31087,1.334963168,38.6,2.3,18.4,7.9,1.9,23.8,1.4,3.3,2.3
2002,Östra Göinge,130,264,14087,1.87406829,12.5,7,7.8,9.4,3.4,49.1,7.3,2.1,1.4
2002,Örkelljunga,124.8,140,9419,1.486357363,17.8,7.3,10.1,21.4,2.5,32,3.7,3,2.2
2002,Bjuv,130.8,311,13674,2.274389352,12.9,3.7,8.6,7.3,2.2,53.3,5.9,5,1.2
2002,Kävlinge,153,424,25191,1.683140804,18.1,4.3,13.8,6.4,2.6,43,4.1,6,1.6
2002,Lomma,179.4,194,18167,1.067870314,26.7,2.5,19.9,7.7,3.1,32,2.6,3.4,2.1
2002,Svedala,148,298,18151,1.641782822,16.6,4,13.5,6.9,2.5,44.5,3.8,6.3,1.9
2002,Skurup,130.4,404,13949,2.896264965,17.6,9.5,11.2,7.1,2.6,39.9,4.8,5.7,1.6
2002,Sjöbo,122,379,17027,2.225876549,18.4,10.8,9.1,9.3,2.8,36.7,4.8,5,3.2
2002,Hörby,122.4,243,13949,1.742060363,14.6,14.3,11.5,10.1,3.5,33.6,3.6,5.6,3.2
2002,Höör,130.4,249,14169,1.757357612,17,7.7,13.1,9.1,4.7,35.4,4.9,4.4,3.6
2002,Tomelilla,120.2,246,12447,1.976379851,18.4,12,9.7,8.1,3.2,37.4,5.3,5,0.9
2002,Bromölla,142,205,12022,1.70520712,9.3,3.8,7.7,7,2.9,56.4,8.7,3.4,0.7
2002,Osby,133.9,211,12637,1.669700087,10.9,9.1,8.3,11.4,3.2,46,7.2,3,0.8
2002,Perstorp,136.6,95,6789,1.399322433,15.8,7.2,10.8,9.3,2.2,42.9,7.7,1.7,2.5
2002,Klippan,129.7,345,15745,2.191171801,18.9,7.3,9.3,11.8,2.7,40.5,4.5,2.7,2.2
2002,Åstorp,127.4,239,13150,1.817490494,17.8,4.4,8.5,9.7,2.2,47.3,5.3,3.8,1.1
2002,Båstad,138.8,248,14009,1.770290528,27.1,11.3,15.4,14.9,3.6,21.4,3.1,2.5,0.6
2002,Malmö,133,10263,265481,3.865813373,16.5,1.2,13.8,5.3,4.3,42.4,7.6,3.8,5.3
2002,Lund,151,1993,100402,1.985020219,16.9,3.3,20.6,5.7,7.2,34.2,9.1,1.7,1.2
2002,Landskrona,131.2,1162,38475,3.02014295,16.4,2.2,13.6,5.7,2.5,44.4,6.3,6.2,2.7
2002,Helsingborg,146.5,4082,119406,3.418588681,18.8,2.1,15.1,8.4,3.6,39,5.9,4,3
2002,Höganäs,153.7,501,22790,2.198332602,22.8,4,16.2,11.5,3.6,32.7,4.7,2.7,1.8
2002,Eslöv,131.9,642,28985,2.214938761,14.1,9.4,10.8,5.9,3.2,45.6,5.2,4.5,1.3
2002,Ystad,140,671,26383,2.543304401,19.7,5.9,11.6,6.4,2.9,44,4.6,2.9,1.8
2002,Trelleborg,135.5,908,38759,2.3426817,15,4.1,9.8,7.1,2.8,48.1,4.1,4.9,4
2002,Kristianstad,137.8,1845,74951,2.461608251,16.7,4.9,14,9.1,3.8,41.6,5.9,2.3,1.6
2002,Simrishamn,128.9,270,19406,1.391322271,19.8,9,11.9,9.1,3.9,35.7,6.7,2.5,1.4
2002,Ängelholm,144.3,895,37706,2.373627539,24,5.8,13.6,12.4,3.8,31.9,4,2.3,2.1
2002,Hässleholm,130.9,1062,48536,2.18806659,15.1,8.8,10.5,13,4.1,38.5,5.6,3.5,0.9
2002,Hylte,130.9,123,10401,1.182578598,11.5,17.3,9,8.7,2.9,42.3,4.6,1.1,2.7
2002,Halmstad,139.5,2476,86585,2.859617717,16.4,5.8,13.9,8.5,4.2,40.9,6.9,0.7,2.9
2002,Laholm,125,575,22750,2.527472527,16.6,16.4,10.2,11.5,3.6,33,4.8,1.2,2.7
2002,Falkenberg,127.1,1012,38896,2.601809955,14.3,15,11.3,9,3.8,36.8,5.5,1.2,3
2002,Varberg,136.2,1247,53346,2.337569827,13.8,11.4,11,9.9,4,39,7,1.3,2.5
2002,Kungsbacka,162.7,996,66573,1.496102023,24.5,5.9,19.8,12.1,3.8,26.2,4.7,1.2,1.9
2002,Härryda,161,410,30844,1.329269874,17.2,3.9,18.9,9.6,5.1,34.2,7.7,1.5,1.7
2002,Partille,158.7,569,33088,1.719656673,16.4,1.9,19.3,11.3,4.5,34.6,9,1.4,1.6
2002,Öckerö,146.2,113,11981,0.9431600033,18.8,1.8,13.4,27.3,3.7,27.7,6.2,0.7,0.4
2002,Stenungsund,153,363,21755,1.668581935,16,5.1,16.5,11.3,4.2,37.3,6.8,1.3,1.6
2002,Tjörn,149.1,279,14826,1.881829219,16.1,3.8,17.6,22,3.7,28.7,5.4,1.9,0.8
2002,Orust,137,261,15113,1.726990009,14.6,9.3,14.6,11.3,4.6,35.6,8.1,1.3,0.5
2002,Sotenäs,139.5,167,9467,1.764022394,19.1,4.6,15,10.7,3.4,39.2,5.9,1,1.2
2002,Munkedal,126.2,235,10434,2.252252252,10.7,14.1,9,12.1,3.3,40.4,7,2.2,1.3
2002,Tanum,123.1,241,12210,1.973791974,14.5,18.6,14.2,10.5,5,29.3,5.9,0.6,1.5
2002,Dals-Ed,122.8,174,5044,3.44964314,10.8,17.9,6.4,17.2,3.7,37.9,4.3,0.3,1.6
2002,Färgelanda,128.5,112,6939,1.614065427,9.2,19.5,10.8,10,2,39.8,6.1,1.6,0.9
2002,Ale,144.7,558,25835,2.159860654,11.1,5.4,12.1,10.2,4.1,43.9,10.3,2.1,0.9
2002,Lerum,157.9,514,35558,1.44552562,17.3,3.4,18.1,12.1,5,32.9,8.5,1.7,0.9
2002,Vårgårda,133,173,10668,1.621672291,10.6,12.3,10,23.4,4.2,31.3,6.3,0.6,1.3
2002,Bollebygd,148.1,82,7831,1.047120419,16.6,7.8,10.9,13.9,4.5,37.3,7,1.5,0.5
2002,Grästorp,130.9,101,5848,1.727086183,18.3,17,9.4,12.3,2.9,33.2,5.2,1.2,0.4
2002,Essunga,124.8,99,5757,1.719645649,17.8,18.7,8.7,12.3,2.7,33,5.7,0.3,0.9
2002,Karlsborg,133.8,181,6967,2.59796182,13.6,10.2,9.5,12.4,3.2,43.5,6.2,0.5,0.9
2002,Gullspång,119.6,120,5765,2.081526453,11.6,10.7,6.8,10.9,3.9,42.9,8.1,2.7,2.3
2002,Tranemo,135.3,139,11988,1.159492826,12.3,15.4,8.9,11.8,3.3,42.1,5,0.9,0.3
2002,Bengtsfors,131.1,369,10516,3.50893876,8.9,14.1,9,10.5,3,46.2,6.9,0.2,1.1
2002,Mellerud,122.6,279,9807,2.844906699,12.7,15.3,9.6,13.4,3.1,35.7,6.3,1.9,2
2002,Lilla Edet,135.7,231,13010,1.775557264,10.2,8.5,9.7,8,4.7,45.6,9.8,2.7,0.8
2002,Mark,132.1,612,33015,1.853702862,11.1,10.5,9.5,12.1,4.1,42.8,8.1,1,0.9
2002,Svenljunga,125.5,132,10529,1.253680312,13.7,15.2,10.4,12.7,3.3,38.2,4.8,0.9,0.8
2002,Herrljunga,127.2,144,9486,1.518026565,12.1,16,9.8,17.1,3.5,32.7,6.6,1.2,1
2002,Vara,124,297,16009,1.855206446,19.6,16.2,8.9,12.5,2.7,33.3,5.6,1,0.3
2002,Götene,134.2,276,12983,2.12585689,11.6,10.9,9.1,14,3.9,40.5,8,1,1
2002,Tibro,131.3,357,10624,3.360316265,11.9,8.1,10.7,14.3,3.5,42.5,7.2,0.8,1
2002,Töreboda,118.2,254,9426,2.694674305,13.7,14.6,7.3,10.9,3.7,39.3,7.4,2.3,0.9
2002,Göteborg,153.2,13785,474921,2.902588009,17.4,1.9,18,8.6,6.5,33.2,11.9,1.6,1
2002,Mölndal,162.6,890,57079,1.559242453,15.9,3,19,9.7,4.3,35.1,8.9,2,2.1
2002,Kungälv,154.8,476,37912,1.255539143,15.1,6,14.9,12.1,4,38.4,7.5,1.2,0.7
2002,Lysekil,140.2,359,14801,2.42551179,11.4,3.7,15.4,7,4.4,48.9,7.6,1.2,0.4
2002,Uddevalla,139.2,1106,49683,2.22611356,11.8,5.3,12.5,10.7,4.1,43.3,9.1,2.4,0.7
